"","tweets","location","Score","Sentiment"
"83","kiranjayasa killarisrinivas indiametoo ysjagan yssharmila therestlessquil very good narration happy sankranthi  sankranthi  subhakanshalu  be successful in all walks of life","VIJAYAWADA  AP",2.25,"positive"
"84","varunc ysjagan ktrtrs asadowaisi i analise what is return gift","VIJAYAWADA  AP",0.5,"positive"
"85","tsekharreddy ktrtrs ysrcparty ysjagan i heard only preliminary  disscussion  has taken place","VIJAYAWADA  AP",0,"neutral"
"86","manvidad killarisrinivas ysjagan common man","VIJAYAWADA  AP",0,"neutral"
"87","cherukurikiran killarisrinivas ysjagan ysrcparty ncbn better to leave farming contract outsourching labour vender and messenger is greater than farmer","VIJAYAWADA  AP",1.05,"positive"
"88","rojaselvamanirk kembajayapraka ysjagan i love my affectionate  jagan mohan reddy","VIJAYAWADA  AP",1.25,"positive"
"89","manvidad killarisrinivas ysjagan best wishes  to all who are accompanied with respected president of ysrcp sri jagan mohan reddy jee  god bless you all  be happy be prosperous forever","VIJAYAWADA  AP",4.8,"positive"
"90","kyadhav ysjagan ndtv incindia manvidad vidadalarajini let congress amp tdp go with  ghatabandan or not we  go alone","VIJAYAWADA  AP",-0.6,"negative"
"91","shailajareddi ysjagan ysrcparty jaganpadayatra vsreddymp midhunreddy osdkmr rojaselvamanirk ysrcpdmo jagantheleader divyasakshi varunc jaganforce kadapaysrcp kuwaitysrcp wait one month","VIJAYAWADA  AP",-0.25,"negative"
"92","manvidad ysjagan lord venkateswara swamy  bless you","VIJAYAWADA  AP",1,"positive"
"93","yssharmila killarisrinivas ysjagan namate respected president of ysrcp sri jagan mohan reddy jee  and respected  wonan smt y s sharmila jee happy sankranthi  pongal sankranthi  subhakanshalu  vijayostu  deergavishman   prospherous  be successful best wishes  to all family members","VIJAYAWADA  AP",3.8,"positive"
"94","manvidad killarisrinivas ysjagan ncbn laughable","VIJAYAWADA  AP",-0.5,"negative"
"95","ysjagan sir this is our corporate health mafia ","Kurnool, India",-0.55,"negative"
"96","indianpac ysjagan great work","",0.75,"positive"
"97","varunc pawankalyan ktrtrs ysjagan raokavitha nritrs sathyahyd iamakbarowaisi asadowaisi it never happens bro ","India",0,"neutral"
"98","fantastic cartoonmanvidad taruns lathareddy vsreddymp ysrcparty ysjagan narendramodi kyadhav ncbn umageddam ","India",0.75,"positive"
"99","andhra pradesh common man attack on tdp and ysr congress parties ktrtrs janasenaparty pawankalyan naralokesh ncbn narendramodi rahulgandhi ysjagan alluarjun urstrulymahesh ysrcparty apcommonmanattack appolitics ","india",-0.75,"negative"
"100","pawankalyan janasenaparty ysjagan ysrcparty jaitdp ncbn naralokesh whats going on   ","India",0,"neutral"
"101","old is gold raokavitha ktrtrs ysjagan       going on   ","India",0.5,"positive"
"102","kotamreddyycp ysrcparty vsreddymp ysjagan you did a great job sir","Vijayawada, India",0.75,"positive"
"103","trspartyonline ktrtrs ysrcparty ysjagan seeing both young amp dynamic leaders together is great for better future","Hyderabad, India",2.2,"positive"
"104","ktrtrs ysjagan thank you  ktrtrs  garu  both young amp dynamic leaders together is great for better future","Hyderabad, India",2.7,"positive"
"105","kiranjayasa iyrkrao ysjagan ysrcparty thandhra we know your analysis anna telanganaresults jagandistrictdecision and federalfront these are all showing your analysis results i am following your clean analysis from day one all the best anna keep goin on all family members","Hyderabad, India",1.5,"positive"
"106","ysjagantrends jagun ysjagan is it real news are promotion ","Hyderabad, India",0.75,"positive"
"107","apxlive pawankalyan jaitdp tdptrending ncbn naralokesh janasenaparty ysrcparty ysjagan pawankalyan ki shock emiti ra fool did he ever asked him to join in jsp and ali is in tdp from a long time then where is the scope to join in tdp again when is already in tdp","INDIA",-1.25,"negative"
"108","tatababub ktrtrs ysjagan every one knows about pk knowldge etc  you are quoting on a minor student word means we can understnd your level of knowledge better keep quiet and dont put self goals","",2.05,"positive"
"109","maheshjsp pachamediamogud harishreddym tylerdurden ysjagan so you are agreeing janasna is kapu party ","",1,"positive"
"110","pachamediamogud maheshjsp harishreddym tylerdurden ysjagan if any one says they will become patym batch comedy and how dumb you guys are wake up know the reality and how it is in andhra wait and watch for candidate list u will know","",-0.25,"negative"
"111","maheshjsp pachamediamogud harishreddym tylerdurden ysjagan better ask pk to know the facts and history before saying only prajarajyam did good for bc which is wrong and they also did caste based politics and even now pk will do the same that is how it is in andhra","",0.95,"positive"
"112","vinayk harishreddym ysjagan ysrcparty this is the knowldge of pk and his folllwers  posting on twitter will only get fans attention  going their snd raising will really make govt to  better go and talk to people over there","",2.05,"positive"
"113","srinuofficial pasagadaprashad besrisri srinuindian politicalsena venkatmogali ktrtrs ysjagan good you are saying even after this for andhra pradesh people sake ycp joiing federal front  and you are projecting it as if ycp and trs contesting in andhra  too much chesp tricks you are become child tdp ","",1.35,"positive"
"114","rkbandaru ysjagan evry party is same  jst open janasena social media its same or go to tdp media its same alwys throwing mud on others  for no reason  creating memos videos stupidity at peaks  if you guys spend thst money and time on solving issues by thjs time we would and seen better","",1.9,"positive"
"115","vyaspyk ktrtrs ysjagan pawankalyan with zero knowldge like this we cannot expect more than this  first pk to announce his stand on mps and then talk such a dumb both leader and followers also","",0.8,"positive"
"116","maheshjsp pachamediamogud harishreddym tylerdurden ysjagan do one thing ask pk to announce all bc or kamma candidates in kapu lived areas will see if you are kapu party or all caste etc   why to project too much knowing the facts","",0.75,"positive"
"117","pachamediamogud ysjagan yellow gang always spreading false news  and janasena also joined that club no morlss snd ethics only on paper","",-0.4,"negative"
"118","chhbong ysjagan avunu party did not give tkt and now throwing mud on others  same thing happend durig prajarajyam also  if this is true then that time pk and chiru also toook money  should not belive people like him such a crook and cunning","",0.85,"positive"
"119","maheshjsp pachamediamogud harishreddym tylerdurden ysjagan   is not a small over all andhra politics runs based on caste  mainly costal andhra bc kapu vote bank  during prajarajyam its simple equation he knows nothing much in rayalseema and have it to bc and kapu same ycp is strong in rayalseema where more reddy communities","",0.25,"positive"
"120","rseshu vamshipandu ktrtrs ysjagan this is what problem with blindfolded followers  they are meeting as a part of federal front ask pk also to announce about mps election pls they will contact janasena also  do t throw mud alwys with out understanding trs clearly said the same thing","",0.3,"positive"
"121","ysjaganfans ysjagan hi brohow is going yatra promotion at andhra and telungana","",0.5,"positive"
"122","       trspartyonline working president ktrtrs to meet ysrcparty chief ysjagan watch video gt","Vijayawada, India",0.25,"positive"
"123","  big shock to pawankalyan  actorali likely to join jaitdp watch video gttdptrending ncbn  naralokesh  janasenaparty  pawankalyan  ysrcparty  ysjagan","Vijayawada, India",-0.25,"negative"
"124","     apxharshavardhan escape from vizag  niaofficers searching for harshavardhan  apxwatch full video heregt ysrcparty ysjagan yssharmila niaspecialinterrogation harshavardhan nia aphighcourt","Vijayawada, India",-0.25,"negative"
"125","waiting for mammoka sir and ysjagan to see on big screen ","Vijayawada",0.5,"positive"
"126","our dynamic leader ysjagan anna will be seen in a cameo in the yatra movie ysjagancameoinyatra ysrcpforapscs ysjagan ","Vijayawada",0.75,"positive"
"127","ncbn ji i am hindu and now has concern if your party supports these kind of people yesterday you did not speak your vision on bharati thought you had a vision for bharat like modicc pawankalyan ysjagan jploksatta ","<U+092D><U+093E><U+0930><U+0924>",1.4,"positive"
"128","package star ysjagan ani yepudo thelchesina ktrtrs jaganbendsbeforetrs ktrmeetsysjagan  vision on bharati thought you had a vision for bharat like modicc pawankalyan ysjagan jploksatta ","<U+0C24><U+0C46><U+0C32><U+0C41><U+0C17><U+0C41> <U+0C28><U+0C47><U+0C32>",1.6,"positive"
"129","varunenvk maheshjsp harishreddym tylerdurden ysjagan answer vision on bharati thought you had a vision for bharat like modicc pawankalyan ysjagan jploksatta ","<U+0C24><U+0C46><U+0C32><U+0C41><U+0C17><U+0C41> <U+0C28><U+0C47><U+0C32>",1,"positive"
"130","surajkiller ktrtrs ysjagan ysrcparty then trs have no concern about ap peopleit seems like chandrababu mahakutami how opportunistic they ared a vision for bharat like modicc pawankalyan ysjagan jploksatta ","<U+0C24><U+0C46><U+0C32><U+0C41><U+0C17><U+0C41> <U+0C28><U+0C47><U+0C32>",0,"neutral"
"131","varunenvk maheshjsp harishreddym tylerdurden ysjagan hello maheshjsp dont entertain unnecessarily paytm batch","<U+0C24><U+0C46><U+0C32><U+0C41><U+0C17><U+0C41> <U+0C28><U+0C47><U+0C32>",0.5,"positive"
"132","surajkiller ktrtrs supporting whom a corrupted politician ysjagan strengthening whom a criminal in many charge sheets ysrcparty tic they ared a vision for bharat like modicc pawankalyan ysjagan jploksatta ","<U+0C24><U+0C46><U+0C32><U+0C41><U+0C17><U+0C41> <U+0C28><U+0C47><U+0C32>",0.5,"positive"
"133","ysjagan hai sirnow i am joined with you sir so happy happy sir","",1.6,"positive"
"134","kotamreddyycp ysrcparty vsreddymp ysjagan hats off to you kotamreddyycp  annaap need more mlas like you","Hyderabad",0.5,"positive"
"135","kbrreddy ncbn naralokesh ysjagan pawankalyan let us vote for congress who are promising special status","Hyderabad, India",1.55,"positive"
"136","ktrtrs ysjagan please meet with geniune people sir not with a leader who can go behind bars again if truth prevails we look at you as one of better politicians around i know you are in a dirty game but just be your true self","Hyderabad, India",3.05,"positive"
"137","ktrtrs ysjagan do you have anything to say about the issues mentioned in this articlei  dont think you do  ","Amaravathi, India",0,"neutral"
"138","ysjagan anna cameo in yatra if it is true then it will be eye feast for all the fans   ","",1.1,"positive"
"139","this shows how a man shows his second face in need  second face of telanganacmo ysjagan ktrtrs  bewisechooseright bewithbabu unitedindiaatbrigade ","",0,"neutral"
"140","samuraijack ncbn ysjagan even government going for over drafts government never increase taxes on citizens","mylavaram",0,"neutral"
"141","samuraijack ncbn ysjagan farmers market rates under central government ap government provide necessary facilities for farmers to farm their fields like waterpowerinput subsidywat central government doing","mylavaram",0.8,"positive"
"142","samuraijack ncbn ysjagan how government work on un employement ","mylavaram",-0.25,"negative"
"143","chandrababunaidu reacts to jagan and sharmila comments ncbn ysjagan ","Hyderabad",0,"neutral"
"144","ysjagan to leave for london with familyysjagan ysrcparty ysrcpdmo ","Hyderabad",-0.25,"negative"
"145","sharmila clarifies on prabhas issueysjagan yssharmilareddy ysrcparty actorprabha jaitdp","Hyderabad",0.8,"positive"
"146","ktr to hold talks with jagan todayktrtrs ysjagan trspartyonline","Hyderabad",0,"neutral"
"147","roja why tdp leaders worry about ktr and jagans meeting rojaselvamanirk ktrtrs ysjagan ","Hyderabad",-0.75,"negative"
"148","jagan to move to his tadepalli home soonysjagan ysrcparty ","Hyderabad",0,"neutral"
"149","kcr is yet to respond to jagans letterysjagan trspartyonline","Hyderabad",0,"neutral"
"150","new twist in the interrogation of jagans attack caseysjagan ysrcparty niaindia jagan kodikatti","Hyderabad",0.05,"positive"
"151","indianpac shubham ysjagan very nice","",0.5,"positive"
"152","samuraijack ncbn ysjagan same is in tg as well ysjagan ysrcparty niaindia jagan kodikatti","Alice In Twitterland <U+0001F485>",0.8,"positive"
"153","balaexpresstnie newindianxpress good news inandhra trs shld extend all support to ysr cong to trounce tdp as well congis trspartyonline ysjagan","",2.55,"positive"
"154","rising political star and youth icon of andhra politics jagan mohan reddy is the right person to react to this statement made by rahul gandhi ysjagan ncbn bjpindia aamaadmiparty trspartyonline ranjitone ","",1.8,"positive"
"155","arvindgunasekar it is an open secret kcr and jagan mohan reddy have political score to settle with cong i also both these parties are in strong wicket in their home pitch therefore their decision to distance didi rally is a well calculated move trspartyonline ysjagan ankitlal","",1.3,"positive"
"156","openheartwith ncbn ysjagan i have my vote in ap and maybe the other states and its leaders dont keeping whining at the center for lack of its contribution and special status","",-0.2,"negative"
"157","openheartwith ncbn ysjagan we dont need to compare this bro this is obvious its actually slowing us down and eventually it paralyzes our economy and growth  these are not even a socialist policies  its just bizarre for poor and  wannaberobin hood politics","",-1.25,"negative"
"158","ap is the only freaking state in the whole country perhaps the whole world facing deficits and resorting on overdrafts and yet a welfarestatewont work on farmers market rate but we exempt loanswont work on unemployment but we provide allowancesncbn ysjagan   in rayalseema where more reddy communities","",-0.3,"negative"
"159","openheartwith ncbn ysjagan i do understand brovote politics is the only reason for venezuela  crisis todayin here every leader is playing hugochavrmers market rate but we exempt loanswont work on unemployment but we provide allowancesncbn ysjagan   in rayalseema where more reddy communities","",0.3,"positive"
"160","trendsjagan ysjagan best of luck","",1.25,"positive"
"161","anirudh prakku ysjagan pawankalyan ncbn yeah if we go by nd half universal acceptance of balayya as ntr in kathanayakudu it should be lets see how they are planning ","United States of <U+0C24><U+0C46><U+0C32><U+0C41><U+0C17><U+0C41><U+0C26><U+0C47><U+0C36><U+0C02> ",1.45,"positive"
"162","chavakiran vasireddy ysjagan i think those neutrals who are decisive in getting majority seats may not support him hard core supporters for any party wie continue to support","United States of <U+0C24><U+0C46><U+0C32><U+0C41><U+0C17><U+0C41><U+0C26><U+0C47><U+0C36><U+0C02> ",2.2,"positive"
"163","anirudh prakku ysjagan pawankalyan ncbn producers bayata vallu ayithe defend chesevallemobalayya antha pattinchukodu its not at all a top disaster just fake propaganda","United States of <U+0C24><U+0C46><U+0C32><U+0C41><U+0C17><U+0C41><U+0C26><U+0C47><U+0C36><U+0C02> ",-2.25,"negative"
"164","samuraijack ncbn ysjagan its happening at country level why blame ap alone as u said it takes a decade or morecant change now","United States of <U+0C24><U+0C46><U+0C32><U+0C41><U+0C17><U+0C41><U+0C26><U+0C47><U+0C36><U+0C02> ",-0.95,"negative"
"165","anirudh prakku ysjagan pawankalyan ncbn endhuku  collections okkate yard stick kadhu kada i liked it and watched it  times and will watch it many times in future also ","United States of <U+0C24><U+0C46><U+0C32><U+0C41><U+0C17><U+0C41><U+0C26><U+0C47><U+0C36><U+0C02> ",0.5,"positive"
"166","samuraijack ncbn ysjagan lets not compare centuries democracies to  democratic india it takes time","United States of <U+0C24><U+0C46><U+0C32><U+0C41><U+0C17><U+0C41><U+0C26><U+0C47><U+0C36><U+0C02> ",0,"neutral"
"167","chavakiran vasireddy ysjagan i think pressure from all corners to join some front before mpnelectionsdue to favors that he getting is tg on cases etc he left with no options but to support kcr i think jagan got trappedpoliticians believe that voters will forget soon  he still might have hopes on demlseema where more reddy communities","United States of <U+0C24><U+0C46><U+0C32><U+0C41><U+0C17><U+0C41><U+0C26><U+0C47><U+0C36><U+0C02> ",0.95,"positive"
"168","samuraijack ncbn ysjagan who will vote brother without perks  its so easy to criticise better see the ground realityu are a nota u can hardly understand all theseons but to support kcr i think jagan got trappedpoliticians believe that voters will forget soon  he still might have hopes on demlseema where more reddy communities","United States of <U+0C24><U+0C46><U+0C32><U+0C41><U+0C17><U+0C41><U+0C26><U+0C47><U+0C36><U+0C02> ",2.6,"positive"
"169","dineshakula ysjagan hydcitypolice jaitdp happy bhogi ","India",0.75,"positive"
"170","why is your narendramodi govt literally going at zero speed on ysjagan cases of money laundering corruption definition is customised to suit your convenience curious bjpparty bjpandhra  do you suffer from any selective blindness    he still might have hopes on demlseema where more reddy communities","India",0.2,"positive"
"171","taruns ysjagan ktrtrs is that for ap or for break ap mission ","India",-0.25,"negative"
"172","ysjagan i wish this brings some realisation that ap stands first not your personal interests","India",1.3,"positive"
"173","chandra burgerreddy ysjagan i have contracted that from jagan only lol","India",-0.5,"negative"
"174","rameshsayz pawankalyan ysjagan r u born legal or illegal curious","India",-0.35,"negative"
"175","when ppl like pawankalyan n ysjagan take the wheel this shallowness in youth is inevitable because they dont teach anything beyond hatefakiescow stories brainlessleadership ","India",0.7,"positive"
"176","knsravan sri ysjagan ktrtrs trspartyonline dont ask me such silly questions who said this alliance is for ppl  this is quid pro quo ys jagan","India",-0.25,"negative"
"177","vasireddy ysjagan i m a coward in disguise no other options to me yours jagan","India",-1.25,"negative"
"178","polls pleasert how do you describe ysjagan who recently joined hands with ap drohi kcr ","India",0.6,"positive"
"179","an illustration to prove the  nature of ysjagan jaganexposed ","India",0.6,"positive"
"180","ysjagan u hv any answers to this  ","India",0,"neutral"
"181","harishreddym pnmrakesh gnanodayam o i see jaggu was in jail fr independence cause rofl ed n cbi do not hv anything to do with ysjagan  i trust you jaggu isnt a  at all i trust you eaof","India",0.5,"positive"
